Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield
31 March 2008,6970.55,6970.55,6606.05,6655,20045785,10960300000,16.16,2.88,1.02
01 April 2008,6706.7,6727.25,6446.7,6608.1,15257280,9263600000,16.04,2.86,1.03
02 April 2008,6690.8,6949.45,6690.8,6772.7,17692616,9954000000,16.44,2.93,1
03 April 2008,6769.9,6836.1,6697,6746.1,12019409,6214400000,16.38,2.92,1.01
04 April 2008,6754.05,6766.3,6502,6545.15,13122622,8367900000,15.89,2.83,1.04
07 April 2008,6485.4,6857.55,6485.4,6832.4,14545133,9030000000,16.59,2.95,1
08 April 2008,6843,6959.75,6750.4,6862.7,18771215,11001300000,16.66,2.97,0.99
09 April 2008,6839.25,7094.85,6805.4,7059.55,15677575,7966900000,17.14,3.05,0.96
10 April 2008,7090.6,7090.6,6853.5,6872.85,14844132,8720700000,16.69,2.97,0.99
11 April 2008,6935.8,6960.2,6817.55,6838.45,13179628,7949300000,16.6,2.96,0.99
15 April 2008,6773.3,6970.85,6687.9,6916.75,16249725,10010400000,16.79,2.99,0.98
16 April 2008,6979.85,7052.6,6927.9,6951.9,11230352,7657100000,16.88,3,0.98
17 April 2008,7045.4,7213.8,7030.45,7165.05,19670129,12309800000,17.4,3.1,0.95
21 April 2008,7174.45,7451.9,7117.65,7425.45,16073799,10894500000,17.91,3.21,0.92
22 April 2008,7402.8,7542.25,7383.7,7520.9,15918804,9680200000,18.14,3.25,0.9
23 April 2008,7518.8,7532.45,7298.95,7378.05,13517009,7930300000,17.67,3.19,0.92
24 April 2008,7408.35,7446.75,7362.6,7391.9,17997855,10525800000,17.6,3.19,0.92
25 April 2008,7409.5,7651.4,7409.5,7616.3,14775114,10565700000,18.14,3.29,0.89
28 April 2008,7643.35,7706.6,7567.85,7590.05,15209960,10498000000,17.82,3.28,0.9
29 April 2008,7580.05,7815.9,7570.45,7737.45,20273251,14006900000,18.17,3.34,0.88
30 April 2008,7765.25,7804.2,7575.45,7629,17813597,11142400000,17.67,3.3,0.89
02 May 2008,7774.1,7900.85,7774.1,7871.9,18105929,12704600000,18.23,3.4,0.86
05 May 2008,7879.65,7990.45,7819.9,7851.5,16855580,12323600000,17.88,3.39,0.87
06 May 2008,7842.9,7871.3,7751.85,7814.55,13475787,9420800000,17.79,3.38,0.87
07 May 2008,7787.85,7802.25,7661.35,7743.6,14169449,9192200000,17.41,3.35,0.88
08 May 2008,7671.85,7671.85,7502.1,7518.8,13227729,9160700000,16.91,3.25,0.9
09 May 2008,7530.9,7540.6,7267.9,7299,17408877,11360100000,16.39,3.15,0.93
12 May 2008,7274.7,7359.6,7140.1,7330.55,13887239,9431600000,16.46,3.17,0.93
13 May 2008,7384.8,7471.45,7295.8,7340.95,13840553,9888500000,16.48,3.17,0.93
14 May 2008,7288.25,7358.75,7276.5,7324.85,9470859,5845800000,16.45,3.17,0.93
15 May 2008,7325.15,7524.7,7325.15,7508.15,13761020,8661100000,16.64,3.25,0.91
16 May 2008,7559.15,7666.9,7559.15,7644.6,14206533,9169200000,16.94,3.3,0.89
20 May 2008,7616.85,7616.85,7405.5,7459.2,13821238,9922900000,16.53,3.22,0.91
21 May 2008,7425.35,7425.35,7299.05,7374.25,11541182,8439100000,16.32,3.19,0.92
22 May 2008,7283.6,7288.65,7132.3,7147.3,14495501,9311600000,15.82,3.09,0.95
23 May 2008,7170.4,7220.6,6994.9,7009.05,13054993,8854000000,15.52,3.03,0.97
26 May 2008,6899.9,6925.4,6745.5,6767.45,11630929,7810200000,14.98,2.56,1.08
27 May 2008,6832.45,6850.35,6573.8,6593.95,17289176,9702800000,14.62,2.5,1.1
28 May 2008,6595.05,6837.4,6557.65,6780.9,20398903,12129100000,15.03,2.57,1.07
29 May 2008,6826.5,6847.9,6526.5,6576.75,23156993,11946500000,14.58,2.49,1.11
30 May 2008,6608.6,6651.5,6502.45,6584.35,16046637,10905900000,14.6,2.49,1.1
02 June 2008,6577.3,6677.15,6306.25,6347.15,14577975,8578500000,14.07,2.4,1.15
03 June 2008,6265.65,6338.5,6190.6,6301.2,17158455,8867300000,13.97,2.39,1.15
04 June 2008,6311.25,6350.95,6075.05,6113.65,14351998,8383300000,13.56,2.32,1.19
05 June 2008,6151.35,6238.8,5974.1,6211.8,18564105,10847000000,13.77,2.35,1.17
06 June 2008,6205.55,6308.7,6113.85,6140.05,14084648,8160800000,13.62,2.33,1.18
09 June 2008,5960.9,5987.75,5803,5949.2,14405446,8739600000,13.19,2.25,1.22
10 June 2008,5910.3,5949.6,5702.5,5814.35,17203834,10192000000,12.89,1.93,1.47
11 June 2008,5857.55,5988.6,5853.75,5971.25,15910223,8057400000,13.24,1.98,1.43
12 June 2008,5796.65,6024.1,5703.1,5999.35,17482179,9612600000,13.3,1.99,1.42
13 June 2008,5976.5,6092.3,5962.45,5993.15,14478151,8154700000,13.29,1.99,1.42
16 June 2008,6030.6,6171.8,6030.6,6127.75,13044976,7588500000,13.59,2.03,1.39
17 June 2008,6127.25,6437,6119.3,6425.65,21192381,11083200000,14.25,2.13,1.33
18 June 2008,6441.5,6455.2,6182.35,6200.55,17471699,9767300000,13.75,2.06,1.38
19 June 2008,6159.35,6159.35,5933.9,5957.25,11988756,6919900000,13.21,1.98,1.43
20 June 2008,6003.3,6009.4,5731.25,5758.6,19086336,10702800000,12.77,1.91,1.48
23 June 2008,5686.55,5737.05,5555.45,5593.75,15482661,7599300000,12.41,1.86,1.52
24 June 2008,5644.15,5693.65,5441.65,5489.85,15912479,7457700000,12.18,1.82,1.55
25 June 2008,5382.3,5521.15,5282.85,5480.7,25153016,12053400000,12.16,1.82,1.56
26 June 2008,5536.15,5600.3,5425.75,5512.15,22761965,10728400000,12.22,1.83,1.55
27 June 2008,5343.9,5343.9,5183.2,5210.9,18931387,9601400000,11.56,1.73,1.64
30 June 2008,5214.1,5214.1,4996.85,5027.05,18914930,9021100000,11.15,1.67,1.7
01 July 2008,5042.1,5063.2,4684.05,4732.85,19777918,9527000000,10.5,1.57,1.8
02 July 2008,4725,5077.1,4633.95,5025.75,25634084,11947100000,11.15,1.67,1.7
03 July 2008,4993.5,4993.5,4721.75,4851.35,31235058,13860100000,10.76,1.61,1.76
04 July 2008,4834,5037.1,4796.3,4990.9,23139703,11096500000,11.37,1.47,1.8
07 July 2008,5009.1,5241.4,5009.1,5075.6,17205026,8983400000,11.56,1.5,1.77
08 July 2008,4951.55,5174.45,4843.6,5106.8,18061817,9164400000,11.63,1.51,1.76
09 July 2008,5214.6,5387,5214.6,5341.45,20944953,11327200000,12.17,1.58,1.68
10 July 2008,5251.45,5363.55,5210.05,5339,21127155,10720600000,12.16,1.58,1.68
11 July 2008,5361.4,5404.65,5175.05,5240.7,20644967,10715900000,11.94,1.55,1.71
14 July 2008,5179.95,5322.2,5123.15,5207.75,20149232,10627300000,11.78,1.54,1.72
15 July 2008,5124.85,5124.85,4790,4838.95,23162976,12055200000,10.95,1.43,1.86
16 July 2008,4837.6,4928.35,4676.45,4726.45,20035962,9630700000,10.69,1.39,1.9
17 July 2008,4906.35,5066.45,4872.45,5034.75,24791186,13654500000,11.39,1.49,1.78
18 July 2008,5109.3,5418.4,5103.2,5389.15,29016795,16619800000,12.19,1.59,1.67
21 July 2008,5448.2,5614.85,5406.3,5601.5,22922593,12680000000,12.74,1.65,1.6
22 July 2008,5594.8,5859,5573.05,5793.7,27958899,15919500000,13.17,1.71,1.55
23 July 2008,6033.05,6369.6,6033.05,6343.15,32131885,18251000000,14.42,1.85,1.44
24 July 2008,6445.3,6468.4,6103.1,6213.6,27782866,18107000000,14.13,1.81,1.47
25 July 2008,6044.6,6046.9,5881.75,5917.25,27314690,17107900000,13.4,1.72,1.54
28 July 2008,5900.3,5987.2,5842.7,5919.15,27319427,16973300000,13.1,1.72,1.54
29 July 2008,5767,5817,5394.95,5422.15,37863989,20407300000,11.98,1.58,1.69
30 July 2008,5522.75,5737.95,5522.75,5719.45,24952416,14376700000,12.59,1.67,1.6
31 July 2008,5762.4,5762.4,5573.6,5730.05,21696392,12175400000,12.62,1.67,1.59
01 August 2008,5655.35,5989.45,5546.9,5961.9,26158767,15614900000,13.13,1.74,1.53
04 August 2008,5932.45,6089.6,5905.7,5992.4,21841485,12696600000,13.19,1.75,1.52
05 August 2008,5888.85,6412.15,5888.85,6371.7,44506812,23057800000,14.03,1.86,1.43
06 August 2008,6544.75,6725.7,6300.5,6328.2,49030286,27343400000,13.93,1.84,1.44
07 August 2008,6281.5,6442.55,6281.5,6363.15,22823933,14536800000,14.01,1.85,1.44
08 August 2008,6295.7,6488.25,6179.05,6447.5,28857669,18728400000,14.2,1.88,1.42
11 August 2008,6574.5,6743.65,6574.5,6723.2,27412959,18892100000,14.8,1.96,1.36
12 August 2008,6650.2,6754.45,6433.8,6490.8,25205418,16179200000,14.29,1.89,1.41
13 August 2008,6403.85,6483.2,6318.05,6370.75,26565723,16526200000,14.03,1.86,1.43
14 August 2008,6305.1,6305.1,6010.05,6030.05,24632179,14923300000,13.28,1.76,1.52
18 August 2008,5999.15,6114.15,5940.8,6015.05,23961119,14820500000,13.24,1.75,1.52
19 August 2008,5928.95,6027.9,5874.1,5992.4,19042957,10612900000,13.19,1.75,1.52
20 August 2008,6039.9,6090.65,5985.55,6026.3,16961069,10125600000,13.27,1.76,1.52
21 August 2008,6001.65,6002.2,5692.65,5711.55,16034113,9865300000,12.58,1.66,1.6
22 August 2008,5671.6,5803.6,5649.9,5776.05,20267917,12761000000,12.72,1.68,1.58
25 August 2008,5897.2,5995.6,5842.3,5860.8,14794129,8997500000,12.91,1.71,1.56
26 August 2008,5801.1,5957.15,5770.9,5943.2,19817779,12560200000,13.09,1.73,1.54
27 August 2008,5978.9,5987.35,5809.3,5823.55,16257738,10136700000,12.82,1.7,1.57
28 August 2008,5817.8,5848.5,5686.6,5721.15,21825421,12321400000,12.6,1.67,1.6
29 August 2008,5828,6112.25,5828,6102.05,29625526,17291300000,13.44,1.78,1.5
01 September 2008,6070.9,6178.3,5941.45,6128.85,19990005,11981500000,13.5,1.79,1.49
02 September 2008,6139.45,6624,6139.45,6508.9,41533639,25658000000,14.33,1.9,1.4
04 September 2008,6439.85,6528.5,6324.25,6494.65,37190165,23871200000,14.3,1.89,1.41
05 September 2008,6318.25,6388.7,6259.15,6288.6,36907909,22433700000,13.85,1.83,1.45
08 September 2008,6608,6631.95,6522.05,6538.85,27267108,18180600000,14.4,1.9,1.4
09 September 2008,6469.95,6506.35,6400.15,6441.35,24502978,16133800000,14.19,1.88,1.42
10 September 2008,6401.4,6485.3,6328.65,6427.55,33865064,19365700000,14.15,1.87,1.42
11 September 2008,6342.8,6431.95,6246.55,6332.25,26110270,15118400000,13.94,1.84,1.44
12 September 2008,6405.65,6414.35,6168.8,6194.15,27959245,17770100000,13.64,1.8,1.48
15 September 2008,6006.7,6031.4,5758.45,5997.65,26429547,15670900000,13.21,1.75,1.52
16 September 2008,5783.7,6168.9,5754.35,6132.95,43957774,25472600000,13.51,1.79,1.49
17 September 2008,6169.95,6169.95,5785.9,5912.5,47794913,27114900000,13.02,1.72,1.55
18 September 2008,5692.65,6101.8,5551.7,6077.2,39785831,22626800000,13.38,1.77,1.5
19 September 2008,6281.55,6357.2,6141.45,6312.05,37883512,23458300000,13.9,1.84,1.45
22 September 2008,6396.2,6396.2,6256.95,6303.9,27367205,16685900000,13.88,1.84,1.45
23 September 2008,6147.5,6258.85,6009.15,6033.35,22570207,13903300000,13.29,1.76,1.51
24 September 2008,6091.65,6203.2,6059.2,6109.65,26487946,16041800000,13.46,1.78,1.5
25 September 2008,6131.55,6146.45,5969.7,6080.2,32915649,19221100000,13.39,1.77,1.5
26 September 2008,6070.6,6070.6,5797.5,5828.6,30864104,17860000000,12.84,1.7,1.57
29 September 2008,5863.05,5863.05,5432.2,5538.75,41871816,21675600000,12.2,1.61,1.65
30 September 2008,5447.65,5875.25,5296.6,5803.55,44613275,23921300000,12.78,1.69,1.57
01 October 2008,5875.55,6040.15,5671.7,5982.4,37963245,20724000000,13.18,1.74,1.53
03 October 2008,5920.7,6017.3,5761.5,5793.35,33607389,18649200000,12.76,1.69,1.58
06 October 2008,5702.85,5704.25,5522.85,5560.55,27222601,14212600000,12.25,1.62,1.64
07 October 2008,5713.25,5798.9,5376.1,5457.55,35003541,19899900000,12.02,1.59,1.67
08 October 2008,5336,5336,4918.3,5222.6,38559873,20954600000,11.5,1.52,1.75
10 October 2008,4890,5112.25,4662.2,4938,68117787,30735000000,10.88,1.44,1.85
13 October 2008,5034.65,5557.05,5034.65,5496.75,52287892,25020900000,12.02,1.6,1.66
14 October 2008,5694.15,5799,5521.3,5578.4,43874839,24023100000,12.2,1.63,1.64
15 October 2008,5452.45,5551.2,5348.8,5425.25,28590966,15245200000,11.86,1.58,1.68
16 October 2008,5222,5565.35,5145.8,5481.65,47858873,24658900000,11.99,1.6,1.67
17 October 2008,5557.95,5591.4,5113.45,5183.55,38775124,18873000000,11.26,1.51,1.76
20 October 2008,5237.6,5477.45,5113.15,5284.2,32016200,16348300000,11.42,1.54,1.73
21 October 2008,5373.65,5478.4,5296.8,5414.5,31352689,16713700000,11.71,1.58,1.69
22 October 2008,5339.25,5364.1,5075.8,5095.75,32685697,15032200000,10.87,1.48,1.79
23 October 2008,4904.55,5189.9,4880.6,4932.4,38522926,18687600000,10.52,1.44,1.85
24 October 2008,4769.7,4796.65,4229.65,4310.05,46380256,21420600000,9.19,1.26,2.12
27 October 2008,4280.55,4286.4,3799.35,4092.9,38331693,15566600000,8.46,1.19,2.23
28 October 2008,4346.75,4382,4269.4,4315.75,4598269,2000800000,8.92,1.26,2.12
29 October 2008,4451.7,4459.4,4236,4280.45,36769923,15816200000,8.85,1.25,2.13
31 October 2008,4364.35,4621.65,4364.35,4521.7,39253754,17893700000,9.29,1.32,2.02
03 November 2008,4791.8,4902.2,4779.6,4875.7,32159305,15422300000,10.02,1.42,1.87
04 November 2008,4884.3,5254.6,4807.1,5220.7,34529347,17723400000,10.73,1.52,1.75
05 November 2008,5355.45,5431.9,5078.15,5121.3,41529364,21171800000,10.53,1.49,1.78
06 November 2008,4949.75,5137.4,4873.45,4940,39501163,19076400000,10.15,1.44,1.85
07 November 2008,4894.25,5097.4,4804.5,5043.55,28864619,14872300000,10.37,1.47,1.81
10 November 2008,5097.85,5274.85,5086.05,5261.15,24048303,12903700000,10.81,1.53,1.74
11 November 2008,5207.8,5207.8,4921.95,4945.7,21602526,11487800000,10.17,1.44,1.85
12 November 2008,4875.1,4970.35,4685.85,4748.15,33481005,17443000000,9.76,1.38,1.92
14 November 2008,4866.5,4926.4,4668.05,4719.4,32808328,16421000000,9.7,1.37,1.94
17 November 2008,4736.25,4736.25,4364.35,4545.3,33595890,15598900000,9.34,1.32,2.01
18 November 2008,4474.5,4474.5,4285,4346.75,31616710,14691500000,8.93,1.27,2.1
19 November 2008,4366,4520.65,4213.5,4233.7,31623108,14427200000,8.7,1.23,2.16
20 November 2008,4078.1,4181.7,3972.15,4086.9,33484155,13312300000,8.4,1.19,2.24
21 November 2008,4083.5,4376.9,4052.1,4300.7,39614162,16851800000,8.84,1.25,2.12
24 November 2008,4274.3,4355.6,4095.95,4164.75,33246383,15272400000,8.56,1.21,2.19
25 November 2008,4289.4,4328.7,4032.55,4053.2,31539253,13911100000,8.33,1.18,2.25
26 November 2008,4086.5,4298.35,4005.35,4267.9,34507088,15960800000,8.77,1.24,2.14
28 November 2008,4148.75,4313.25,4148.75,4291.15,32890980,15421100000,8.82,1.25,2.13
01 December 2008,4317.8,4441.2,4107.7,4124.3,33170640,16225200000,8.48,1.2,2.22
02 December 2008,3989,4123.25,3919,4099.3,30458899,13830700000,8.43,1.19,2.23
03 December 2008,4161.95,4245.5,4068.3,4220.35,28606226,13419700000,8.67,1.23,2.16
04 December 2008,4224.95,4460.75,4224.95,4446.65,33371242,15565200000,9.14,1.3,2.05
05 December 2008,4442.95,4611.45,4308.55,4357,44104951,20264400000,8.96,1.27,2.1
08 December 2008,4502.05,4599.5,4407.2,4429.85,30982250,15135400000,9.1,1.29,2.06
10 December 2008,4517.65,4573,4423.45,4550.75,36320191,17747400000,9.35,1.33,2.01
11 December 2008,4557.05,4681.1,4485.2,4597.15,33842302,16122700000,9.45,1.34,1.99
12 December 2008,4502.55,4687.5,4411.6,4655.3,27857807,12677800000,9.57,1.36,1.96
15 December 2008,4714.95,4832.65,4685.4,4707.5,25246817,13985300000,9.68,1.37,1.94
16 December 2008,4698.5,4836.5,4677.3,4820.65,26277062,13857200000,9.91,1.4,1.9
17 December 2008,4868.5,4929.55,4769.8,4789.65,32148692,16181200000,9.84,1.4,1.91
18 December 2008,4785.2,5142.9,4782.6,5122.95,35090804,18659200000,10.53,1.49,1.78
19 December 2008,5091.15,5226.85,5069.55,5144.15,35191741,18287300000,10.57,1.5,1.78
22 December 2008,5119.25,5213.3,5010.25,5036.5,23644750,12003400000,10.35,1.47,1.81
23 December 2008,4986.55,5019,4817.5,4858.35,23353110,11490800000,9.99,1.42,1.88
24 December 2008,4824.95,4962.1,4793.7,4930.25,22090485,11061400000,10.13,1.44,1.85
26 December 2008,4964.35,5041,4770.2,4789.45,17160706,9230700000,9.84,1.4,1.91
29 December 2008,4774.7,4969.1,4684.8,4953.95,20466672,10621300000,10.18,1.44,1.84
30 December 2008,4988.4,5112.95,4928.45,5062.2,23301763,12518100000,10.4,1.47,1.8
31 December 2008,5094.35,5119.35,4981.25,5001.55,20431839,11013500000,10.28,1.46,1.83
01 January 2009,5019.2,5135.15,5019.2,5116.55,13677152,7262100000,10.52,1.49,1.79
02 January 2009,5154.2,5258.65,5103.6,5195.1,20918054,10792000000,10.68,1.51,1.76
05 January 2009,5273.45,5371.1,5273.45,5359.4,24140864,12462600000,11.02,1.56,1.7
06 January 2009,5333.5,5448.8,5276.4,5395.3,32981039,18381200000,11.09,1.57,1.69
07 January 2009,5416.35,5440.55,4954,4984.55,40502617,22173500000,10.25,1.45,1.83
09 January 2009,4891.8,5056.95,4840,4906.7,29878696,15508300000,10.01,1.43,1.86
12 January 2009,4862,4881.5,4612.75,4698,27512375,14361500000,9.59,1.37,1.94
13 January 2009,4700.25,4764.15,4605.65,4661.7,26551509,11873700000,9.51,1.36,1.96
14 January 2009,4684.3,4819.5,4682.1,4751.1,22250018,10627500000,9.69,1.38,1.92
15 January 2009,4598.4,4598.4,4442.7,4484.65,27555513,12389700000,9.08,1.31,2.04
16 January 2009,4528.9,4596.85,4520.9,4581.25,16273350,7087200000,9.28,1.33,1.99
19 January 2009,4585.7,4622,4519.85,4542.25,16946065,7830100000,9.2,1.32,2.01
20 January 2009,4495,4495,4363.95,4402.35,16738691,7313200000,8.92,1.28,2.08
21 January 2009,4347.6,4365.05,4230.75,4252.3,27484050,11741700000,8.61,1.24,2.15
22 January 2009,4326.25,4339.55,4216.95,4289.8,25679899,10629000000,8.58,1.25,2.13
23 January 2009,4270.7,4338.55,4049.9,4082.15,44636012,15908700000,7.99,1.19,2.24
27 January 2009,4167.65,4212.35,4111.3,4199.55,32014995,13080600000,8.02,1.22,2.18
28 January 2009,4220.5,4355.7,4206.35,4340.1,33890754,14369000000,8.29,1.26,2.1
29 January 2009,4345.45,4487.85,4336.95,4362.05,34273464,15016800000,8.27,1.27,2.09
30 January 2009,4289.65,4472.8,4285.2,4456.55,24731681,11016800000,8.3,1.3,2.05
02 February 2009,4403.9,4405.35,4223.75,4238.15,22034101,9870300000,7.89,1.23,2.16
03 February 2009,4266.05,4332.75,4191.1,4253.8,21317740,9555400000,7.92,1.24,2.15
04 February 2009,4296.3,4352.05,4238.6,4251.2,19731857,10053400000,7.91,1.24,2.15
05 February 2009,4278.5,4284.65,4202.4,4235.35,14637210,6559500000,7.88,1.23,2.16
06 February 2009,4275.65,4350.2,4275.65,4334.15,14227902,6464200000,8.07,1.26,2.11
09 February 2009,4365.55,4469.65,4365.55,4459.5,18196390,7995700000,8.3,1.3,2.05
10 February 2009,4475.15,4596.6,4455.5,4515.8,19908191,8913500000,8.41,1.32,2.02
11 February 2009,4425.3,4522.8,4403.3,4504.3,18909948,8391500000,8.39,1.31,2.03
12 February 2009,4476.05,4530,4456.85,4468.35,18554283,8240400000,8.32,1.3,2.04
13 February 2009,4511.35,4602.15,4511.35,4565.85,16766407,8156300000,8.5,1.33,2
16 February 2009,4538.6,4551.75,4333.9,4351.45,19564168,9437200000,8.1,1.27,2.1
17 February 2009,4303.4,4303.4,4145.05,4164.3,28773566,11778500000,7.75,1.21,2.19
18 February 2009,4101.35,4180.55,4039.4,4077.3,27893322,10773000000,7.59,1.19,2.24
19 February 2009,4075.85,4157.5,4036.8,4059.15,25485149,10468500000,7.56,1.18,2.25
20 February 2009,4013.85,4013.85,3912.35,3934.4,27638919,10423700000,7.32,1.15,2.32
24 February 2009,3923.85,3923.85,3794.9,3878.6,29504272,10892100000,7.22,1.13,2.36
25 February 2009,3929.85,3976.05,3899.55,3911.7,23673488,9130400000,7.28,1.14,2.34
26 February 2009,3896.05,3907.95,3781.9,3834.9,38608058,14649100000,7.14,1.12,2.38
27 February 2009,3823.25,3905.45,3758.4,3892.4,36798245,13541100000,7.25,1.13,2.35
02 March 2009,3831.25,3831.25,3702,3718.35,26736302,10569000000,6.92,1.08,2.46
03 March 2009,3682.1,3750.5,3621.9,3636.85,42160723,14900900000,6.77,1.06,2.51
04 March 2009,3671.2,3689.45,3576.55,3586.9,45172605,15358600000,6.68,1.05,2.55
05 March 2009,3635.55,3667.35,3413.5,3446.35,52851441,17598200000,6.42,1,2.65
06 March 2009,3385.4,3541,3338.8,3455.35,82949333,24745300000,6.43,1.01,2.64
09 March 2009,3424.35,3446.75,3314.55,3339.7,39391371,12537600000,6.22,0.97,2.74
12 March 2009,3422.85,3467.75,3380.7,3442.55,49311143,16039200000,6.41,1,2.65
13 March 2009,3498.1,3646.65,3498.1,3632.75,51885944,18330400000,6.76,1.06,2.51
16 March 2009,3651.3,3747.75,3645.15,3736.65,47479604,16510700000,6.96,1.09,2.44
17 March 2009,3752.2,3783.25,3615.6,3644.65,55489134,19391200000,6.79,1.06,2.51
18 March 2009,3704,3777.4,3704,3727.65,38134868,14399600000,6.94,1.09,2.45
19 March 2009,3759.25,3802.1,3668.15,3763.5,46558218,17517900000,7.01,1.1,2.43
20 March 2009,3753.1,3753.1,3665.1,3691.7,31944914,12035800000,6.87,1.08,2.47
23 March 2009,3763.75,3963.65,3743,3944.75,43940838,16616800000,7.34,1.15,2.32
24 March 2009,4016.25,4184.65,3982.8,4008.05,55496814,23236300000,7.46,1.17,2.28
25 March 2009,4013.7,4145.3,3993.1,4126.45,45708935,19110200000,7.68,1.2,2.21
26 March 2009,4179.25,4311.7,4167.2,4285.15,56961338,24636800000,7.98,1.25,2.13
27 March 2009,4282.35,4423.65,4262.95,4406.8,43875643,19254700000,8.2,1.28,2.07
30 March 2009,4368.05,4368.05,4009.35,4035.7,44575226,17776900000,7.51,1.18,2.26
31 March 2009,4071.6,4213.15,3871.45,4133.2,72443431,29197700000,7.69,1.2,2.21
01 April 2009,4153.55,4225.85,4023.45,4211.45,46426350,18783600000,7.84,1.23,2.17
02 April 2009,4322.2,4489.85,4322.2,4426.05,52413527,22475200000,8.24,1.29,2.06
06 April 2009,4501.25,4610.65,4412.2,4487.1,49563855,21191600000,8.35,1.31,2.04
08 April 2009,4325.1,4504.4,4259.65,4479.35,45329221,19770000000,8.34,1.31,2.04
09 April 2009,4566.7,4639.5,4445.25,4584.8,55663105,24312600000,8.54,1.34,1.99
13 April 2009,4661.95,4869.3,4661.95,4818,37021049,16829800000,8.97,1.4,1.9
15 April 2009,4717.35,5104.15,4691.8,5049.45,52804426,24830200000,9.4,1.47,1.81
16 April 2009,5079.2,5169.2,4892.05,4915.75,56905648,26227200000,9.15,1.43,1.86
17 April 2009,4939.65,5193.3,4939.65,5056.9,45660805,22419300000,9.41,1.47,1.81
20 April 2009,5107,5201.9,4950.55,5009.2,38065664,18896000000,9.33,1.46,1.82
21 April 2009,4959.15,4960.65,4824.3,4853.9,48018426,22225400000,8.97,1.41,1.88
22 April 2009,4865,4964.75,4777.1,4813.3,34464384,15946900000,8.89,1.4,1.9
23 April 2009,4825.2,5013.9,4725.7,4968.4,34637823,16073000000,9.18,1.45,1.84
24 April 2009,4968.35,5151.2,4963.2,5125.35,44854706,19718300000,9.4,1.49,1.78
27 April 2009,5042,5288.7,5025.75,5182.75,58499623,26658000000,9.48,1.51,1.76
28 April 2009,5169.5,5231.9,4909.4,4931.3,43430191,20449800000,9.02,1.44,1.85
29 April 2009,4958,5158.05,4958,5130.95,52287587,22945400000,9.29,1.5,1.78
04 May 2009,5291.25,5514.2,5291.25,5504.05,51001471,24911900000,9.97,1.6,1.66
05 May 2009,5540.6,5626.3,5488.9,5596.2,55488630,28338200000,10.13,1.63,1.63
06 May 2009,5607,5649.4,5403.4,5446.45,54146034,27379200000,9.86,1.59,1.68
07 May 2009,5551.8,5591.15,5481.35,5577.3,37737775,17048300000,10.12,1.63,1.64
08 May 2009,5570,5570,5352,5409.75,35417670,19091000000,9.81,1.58,1.69
11 May 2009,5463.6,5531.25,5313.15,5343.6,37202323,21984500000,9.42,1.56,1.71
12 May 2009,5336,5611.95,5315.6,5585.55,47268013,24265600000,9.84,1.63,1.64
13 May 2009,5597.85,5628.25,5475.2,5523.75,47606611,25756800000,9.73,1.61,1.65
14 May 2009,5415.55,5515.95,5330.5,5495.1,39295684,20590500000,9.68,1.6,1.66
15 May 2009,5519.35,5719.45,5519.35,5695.05,42466091,22330000000,10.03,1.66,1.6
18 May 2009,6304.25,6822.9,6304.25,6766.55,376305,257800000,11.92,1.97,1.35
19 May 2009,7129.65,7567.9,6603.05,7268.2,88937671,61053700000,12.8,2.12,1.26
20 May 2009,7168.75,7314,7093.15,7144.75,45023197,29217600000,12.59,2.08,1.28
21 May 2009,7124.4,7215.7,6904.6,6934.55,42300209,27316900000,12.09,2.02,1.32
22 May 2009,6856.8,7065.7,6819.85,7036.3,38994353,23809000000,12.27,2.05,1.3
25 May 2009,7033.7,7100.55,6964.55,7064.7,25367630,15960800000,12.32,2.06,1.29
26 May 2009,7072.7,7142.05,6813.1,6851.1,25573104,17323400000,11.94,1.97,1.39
27 May 2009,7013.8,7234.05,7013.8,7215.2,26964148,19285700000,12.58,2.07,1.32
28 May 2009,7202.35,7376.05,7143.4,7338.6,42525652,29893100000,12.8,2.11,1.3
29 May 2009,7373.9,7496.75,7362.9,7416,31676768,20835000000,12.93,2.13,1.29
01 June 2009,7559.3,7559.3,7287.15,7364.05,31978183,20980400000,12.84,2.11,1.3
02 June 2009,7399.9,7452.65,7134.5,7343.2,37071682,24471700000,12.8,2.11,1.3
03 June 2009,7361.35,7425.65,7187.45,7262.3,29336347,19403500000,12.66,2.08,1.31
04 June 2009,7176.8,7362.55,7111.95,7349.9,41216088,21491400000,12.82,2.11,1.3
05 June 2009,7418.8,7448.7,7308.85,7343.3,38746658,21923900000,12.8,2.11,1.3
08 June 2009,7322.1,7362.15,6938.55,6975.05,25953348,15577200000,12.16,2,1.37
09 June 2009,6909.5,7207.05,6909.5,7185.75,49282816,20834000000,12.53,2.06,1.33
10 June 2009,7230.2,7402,7230.2,7338.95,46537401,24564300000,12.8,2.11,1.3
11 June 2009,7368.85,7368.85,7176.4,7251.65,35259613,18068900000,12.64,2.08,1.32
12 June 2009,7334.55,7338.05,7063.85,7083.1,29916683,18082500000,12.35,2,1.35
15 June 2009,7013.55,7192.85,6986.05,7081.2,26936767,14660200000,12.35,2,1.35
16 June 2009,7037.35,7295.05,6970.6,7274.15,48754331,20298700000,12.69,2.06,1.31
17 June 2009,7275.1,7339.25,7032.6,7081.75,32851499,17605400000,12.35,2,1.35
